ID,IP,DATATIME,TOTALUSAGE
"6615122","102.200.218.193","2023-01-25 17:53",0.83
"6615123","102.200.218.193","2023-01-25 17:52",0.93
"6615124","102.200.218.193","2023-01-25 17:51",0.73
"6615125","102.200.218.193","2023-01-25 17:50",0.97
"6615126","102.200.218.193","2023-01-25 17:49",0.78
"6615127","102.200.218.193","2023-01-25 17:48",1.31
"6615128","102.200.218.193","2023-01-25 17:47",0.73
"6615129","102.200.218.193","2023-01-25 17:46",0.86
"6615130","102.200.218.193","2023-01-25 17:45",0.77
"6615131","102.200.218.193","2023-01-25 17:44",0.99
"6615132","102.200.218.193","2023-01-25 17:43",0.72
"6615133","102.200.218.193","2023-01-25 17:41",0.73
"6615134","102.200.218.193","2023-01-25 17:40",1.05
"6615135","102.200.218.193","2023-01-25 17:39",0.79
"6615136","102.200.218.193","2023-01-25 17:38",0.85
"6615137","102.200.218.193","2023-01-25 17:37",0.74
"6615138","102.200.218.193","2023-01-25 17:36",0.88
"6615139","102.200.218.193","2023-01-25 17:35",0.92
"6615140","102.200.218.193","2023-01-25 17:34",1.31
"6615141","102.200.218.193","2023-01-25 17:33",0.79
"6615142","102.200.218.193","2023-01-25 17:32",0.88
"6615143","102.200.218.193","2023-01-25 17:31",0.75
"6615144","102.200.218.193","2023-01-25 17:30",0.98
"6615145","102.200.218.193","2023-01-25 17:29",0.75
"6615146","102.200.218.193","2023-01-25 17:28",0.86
"6615147","102.200.218.193","2023-01-25 17:27",0.81
"6615148","102.200.218.193","2023-01-25 17:26",0.92
"6615149","102.200.218.193","2023-01-25 17:25",0.78
"6615150","102.200.218.193","2023-01-25 17:24",1
"6615151","102.200.218.193","2023-01-25 17:22",0.88
"6615152","102.200.218.193","2023-01-25 17:21",0.76
"6615153","102.200.218.193","2023-01-25 17:20",0.94
"6615154","102.200.218.193","2023-01-25 17:19",0.74
"6615155","102.200.218.193","2023-01-25 17:18",0.87
"6615156","102.200.218.193","2023-01-25 17:17",0.81
"6615157","102.200.218.193","2023-01-25 17:16",0.92
"6615158","102.200.218.193","2023-01-25 17:15",0.79
"6615159","102.200.218.193","2023-01-25 17:14",0.93
"6615160","102.200.218.193","2023-01-25 17:13",1.08
"6615161","102.200.218.193","2023-01-25 17:12",0.93
"6615162","102.200.218.193","2023-01-25 17:11",0.77
"6615163","102.200.218.193","2023-01-25 17:10",1
"6615164","102.200.218.193","2023-01-25 17:09",0.76
"6615165","102.200.218.193","2023-01-25 17:08",0.87
"6615166","102.200.218.193","2023-01-25 17:07",0.72
"6615167","102.200.218.193","2023-01-25 17:06",1.02
"6615168","102.200.218.193","2023-01-25 17:04",1.11
"6615169","102.200.218.193","2023-01-25 17:03",0.74
"6615170","102.200.218.193","2023-01-25 17:02",0.97
"6615171","102.200.218.193","2023-01-25 17:01",0.75
"6615172","102.200.218.193","2023-01-25 17:00",1.01
"6615173","102.200.218.193","2023-01-25 16:59",0.78
"6615174","102.200.218.193","2023-01-25 16:58",1.03
"6615175","102.200.218.193","2023-01-25 16:57",0.77
"6615176","102.200.218.193","2023-01-25 16:56",0.84
"6615177","102.200.218.193","2023-01-25 16:55",0.77
"6615178","102.200.218.193","2023-01-25 16:54",0.94
"6615179","102.200.218.193","2023-01-25 16:53",0.73
"6615180","102.200.218.193","2023-01-25 16:52",0.99
"6615181","102.200.218.193","2023-01-25 16:51",0.79
"6615182","102.200.218.193","2023-01-25 16:50",1.01
"6615183","102.200.218.193","2023-01-25 16:49",0.76
"6615184","102.200.218.193","2023-01-25 16:48",0.87
"6615185","102.200.218.193","2023-01-25 16:47",0.74
"6615186","102.200.218.193","2023-01-25 16:46",0.89
"6615187","102.200.218.193","2023-01-25 16:45",0.82
"6615188","102.200.218.193","2023-01-25 16:43",0.73
"6615189","102.200.218.193","2023-01-25 16:42",0.96
"6615190","102.200.218.193","2023-01-25 16:41",0.75
"6615191","102.200.218.193","2023-01-25 16:40",1.2
"6615192","102.200.218.193","2023-01-25 16:39",0.73
"6615193","102.200.218.193","2023-01-25 16:38",0.85
"6615194","102.200.218.193","2023-01-25 16:37",0.74
"6615195","102.200.218.193","2023-01-25 16:36",0.88
"6615196","102.200.218.193","2023-01-25 16:35",0.97
"6615197","102.200.218.193","2023-01-25 16:34",0.96
"6615198","102.200.218.193","2023-01-25 16:33",0.74
"6615199","102.200.218.193","2023-01-25 16:32",0.93
"6615200","102.200.218.193","2023-01-25 16:31",0.71
"6615201","102.200.218.193","2023-01-25 16:30",1.04
"6615202","102.200.218.193","2023-01-25 16:29",0.72
"6615203","102.200.218.193","2023-01-25 16:27",0.74
"6615204","102.200.218.193","2023-01-25 16:26",0.81
"6615205","102.200.218.193","2023-01-25 16:25",0.77
"6615206","102.200.218.193","2023-01-25 16:24",1.21
"6615207","102.200.218.193","2023-01-25 16:23",0.7
"6615208","102.200.218.193","2023-01-25 16:22",0.9
"6615209","102.200.218.193","2023-01-25 16:21",0.73
"6615210","102.200.218.193","2023-01-25 16:20",0.99
"6615211","102.200.218.193","2023-01-25 16:19",0.78
"6615212","102.200.218.193","2023-01-25 16:18",0.88
"6615213","102.200.218.193","2023-01-25 16:17",0.71
"6615214","102.200.218.193","2023-01-25 16:16",0.9
"6615215","102.200.218.193","2023-01-25 16:15",0.77
"6615216","102.200.218.193","2023-01-25 16:14",1.05
"6615217","102.200.218.193","2023-01-25 16:13",0.72
"6615218","102.200.218.193","2023-01-25 16:12",0.96
"6615219","102.200.218.193","2023-01-25 16:11",0.72
"6615220","102.200.218.193","2023-01-25 16:10",0.98
"6615221","102.200.218.193","2023-01-25 16:08",0.88
"6615222","102.200.218.193","2023-01-25 16:07",1.03
"6615223","102.200.218.193","2023-01-25 16:06",0.98
"6615224","102.200.218.193","2023-01-25 16:05",0.93
"6615225","102.200.218.193","2023-01-25 16:03",0.77
"6615226","102.200.218.193","2023-01-25 16:01",0.71
"6615227","102.200.218.193","2023-01-25 16:00",1.11
"6615228","102.200.218.193","2023-01-25 15:59",0.83
"6615229","102.200.218.193","2023-01-25 15:58",0.9
"6615230","102.200.218.193","2023-01-25 15:57",0.75
"6615231","102.200.218.193","2023-01-25 15:56",0.88
"6615232","102.200.218.193","2023-01-25 15:55",0.78
"6615233","102.200.218.193","2023-01-25 15:54",1
"6615234","102.200.218.193","2023-01-25 15:53",0.78
"6615235","102.200.218.193","2023-01-25 15:52",0.9
"6615236","102.200.218.193","2023-01-25 15:51",0.96
"6615237","102.200.218.193","2023-01-25 15:49",0.78
"6615238","102.200.218.193","2023-01-25 15:48",0.89
"6615239","102.200.218.193","2023-01-25 15:47",0.73
"6615240","102.200.218.193","2023-01-25 15:46",0.85
"6615241","102.200.218.193","2023-01-25 15:45",0.75
"6615242","102.200.218.193","2023-01-25 15:44",0.84
"6615243","102.200.218.193","2023-01-25 15:43",0.7
"6615244","102.200.218.193","2023-01-25 15:42",0.99
"6615245","102.200.218.193","2023-01-25 15:41",0.72
"6615246","102.200.218.193","2023-01-25 15:40",1.04
"6615247","102.200.218.193","2023-01-25 15:39",0.79
"6615248","102.200.218.193","2023-01-25 15:38",0.9
"6615249","102.200.218.193","2023-01-25 15:37",0.79
"6615250","102.200.218.193","2023-01-25 15:36",0.98
"6615251","102.200.218.193","2023-01-25 15:35",0.85
"6615252","102.200.218.193","2023-01-25 15:34",0.92
"6615253","102.200.218.193","2023-01-25 15:33",0.69
"6615254","102.200.218.193","2023-01-25 15:32",0.91
"6615255","102.200.218.193","2023-01-25 15:31",0.75
"6615256","102.200.218.193","2023-01-25 15:29",0.77
"6615257","102.200.218.193","2023-01-25 15:28",0.85
"6615258","102.200.218.193","2023-01-25 15:27",0.74
"6615259","102.200.218.193","2023-01-25 15:26",0.94
"6615260","102.200.218.193","2023-01-25 15:25",0.74
"6615261","102.200.218.193","2023-01-25 15:24",0.96
"6615262","102.200.218.193","2023-01-25 15:23",0.75
"6615263","102.200.218.193","2023-01-25 15:22",0.91
"6615264","102.200.218.193","2023-01-25 15:21",0.77
"6615265","102.200.218.193","2023-01-25 15:20",1.04
"6615266","102.200.218.193","2023-01-25 15:19",0.76
"6615267","102.200.218.193","2023-01-25 15:18",0.89
"6615268","102.200.218.193","2023-01-25 15:17",0.83
"6615269","102.200.218.193","2023-01-25 15:16",1.12
"6615270","102.200.218.193","2023-01-25 15:15",0.76
"6615271","102.200.218.193","2023-01-25 15:14",0.98
"6615272","102.200.218.193","2023-01-25 15:13",0.74
"6615273","102.200.218.193","2023-01-25 15:12",0.93
"6615274","102.200.218.193","2023-01-25 15:10",1.07
"6615275","102.200.218.193","2023-01-25 15:09",0.76
"6615276","102.200.218.193","2023-01-25 15:08",0.88
"6615277","102.200.218.193","2023-01-25 15:07",0.75
"6615278","102.200.218.193","2023-01-25 15:06",0.98
"6615279","102.200.218.193","2023-01-25 15:05",0.98
"6615280","102.200.218.193","2023-01-25 15:04",0.88
"6615281","102.200.218.193","2023-01-25 15:03",0.74
"6615282","102.200.218.193","2023-01-25 15:02",1.33
"6615283","102.200.218.193","2023-01-25 15:01",0.73
"6615284","102.200.218.193","2023-01-25 15:00",1.05
"6615285","102.200.218.193","2023-01-25 14:59",0.78
"6615286","102.200.218.193","2023-01-25 14:58",0.88
"6615287","102.200.218.193","2023-01-25 14:57",0.79
"6615288","102.200.218.193","2023-01-25 14:56",0.88
"6615289","102.200.218.193","2023-01-25 14:55",0.78
"6615290","102.200.218.193","2023-01-25 14:54",1.05
"6615291","102.200.218.193","2023-01-25 14:53",0.74
"6615292","102.200.218.193","2023-01-25 14:51",0.69
"6615293","102.200.218.193","2023-01-25 14:50",1.05
"6615294","102.200.218.193","2023-01-25 14:49",0.76
"6615295","102.200.218.193","2023-01-25 14:48",0.89
"6615296","102.200.218.193","2023-01-25 14:47",0.78
"6615297","102.200.218.193","2023-01-25 14:46",1.08
"6615298","102.200.218.193","2023-01-25 14:45",0.87
"6615299","102.200.218.193","2023-01-25 14:44",1.09
"6615300","102.200.218.193","2023-01-25 14:43",0.74
"6615301","102.200.218.193","2023-01-25 14:42",0.93
"6615302","102.200.218.193","2023-01-25 14:41",0.79
"6615303","102.200.218.193","2023-01-25 14:40",0.96
"6615304","102.200.218.193","2023-01-25 14:39",0.88
"6615305","102.200.218.193","2023-01-25 14:38",0.98
"6615306","102.200.218.193","2023-01-25 14:37",0.78
"6615307","102.200.218.193","2023-01-25 14:36",0.99
"6615308","102.200.218.193","2023-01-25 14:35",0.88
"6615309","102.200.218.193","2023-01-25 14:34",0.95
"6615310","102.200.218.193","2023-01-25 14:33",0.72
"6615311","102.200.218.193","2023-01-25 14:31",0.74
"6615312","102.200.218.193","2023-01-25 14:30",1.06
"6615313","102.200.218.193","2023-01-25 14:29",2.95
"6615314","102.200.218.193","2023-01-25 14:28",1.09
"6615315","102.200.218.193","2023-01-25 14:27",0.72
"6615316","102.200.218.193","2023-01-25 14:26",0.91
"6615317","102.200.218.193","2023-01-25 14:25",0.78
"6615318","102.200.218.193","2023-01-25 14:24",1.06
"6615319","102.200.218.193","2023-01-25 14:23",0.7
"6615320","102.200.218.193","2023-01-25 14:22",1
"6615321","102.200.218.193","2023-01-25 14:21",0.78
"6615322","102.200.218.193","2023-01-25 14:20",1.01
"6615323","102.200.218.193","2023-01-25 14:19",0.82
"6615324","102.200.218.193","2023-01-25 14:18",0.97
"6615325","102.200.218.193","2023-01-25 14:17",0.71
"6615326","102.200.218.193","2023-01-25 14:16",0.9
"6615327","102.200.218.193","2023-01-25 14:15",0.75
"6615328","102.200.218.193","2023-01-25 14:13",0.79
"6615329","102.200.218.193","2023-01-25 14:12",1.16
"6615330","102.200.218.193","2023-01-25 14:11",0.74
"6615331","102.200.218.193","2023-01-25 14:10",1.01
"6615332","102.200.218.193","2023-01-25 14:09",0.76
"6615333","102.200.218.193","2023-01-25 14:08",0.89
"6615334","102.200.218.193","2023-01-25 14:07",0.71
"6615335","102.200.218.193","2023-01-25 14:06",0.89
"6615336","102.200.218.193","2023-01-25 14:05",0.87
"6615337","102.200.218.193","2023-01-25 14:04",1.02
"6615338","102.200.218.193","2023-01-25 14:03",0.74
"6615339","102.200.218.193","2023-01-25 14:02",0.96
"6615340","102.200.218.193","2023-01-25 14:01",0.78
"6615341","102.200.218.193","2023-01-25 14:00",0.98
"6615342","102.200.218.193","2023-01-25 13:59",0.74
"6615343","102.200.218.193","2023-01-25 13:58",0.87
"6615344","102.200.218.193","2023-01-25 13:57",0.79
"6615345","102.200.218.193","2023-01-25 13:56",0.92
"6615346","102.200.218.193","2023-01-25 13:55",0.81
"6615347","102.200.218.193","2023-01-25 13:54",1.13
"6615348","102.200.218.193","2023-01-25 13:52",0.96
"6615349","102.200.218.193","2023-01-25 13:51",0.74
"6615350","102.200.218.193","2023-01-25 13:50",1.02
"6615351","102.200.218.193","2023-01-25 13:49",0.73
"6615352","102.200.218.193","2023-01-25 13:48",1.03
"6615353","102.200.218.193","2023-01-25 13:47",0.76
"6615354","102.200.218.193","2023-01-25 13:46",0.88
"6615355","102.200.218.193","2023-01-25 13:45",0.8
"6615356","102.200.218.193","2023-01-25 13:44",0.98
"6615357","102.200.218.193","2023-01-25 13:43",0.7
"6615358","102.200.218.193","2023-01-25 13:42",0.95
"6615359","102.200.218.193","2023-01-25 13:41",0.69
"6615360","102.200.218.193","2023-01-25 13:40",1.04
"6615361","102.200.218.193","2023-01-25 13:39",0.99
"6615362","102.200.218.193","2023-01-25 13:38",0.88
"6615363","102.200.218.193","2023-01-25 13:36",0.98
"6615364","102.200.218.193","2023-01-25 13:35",0.9
"6615365","102.200.218.193","2023-01-25 13:34",0.95
"6615366","102.200.218.193","2023-01-25 13:33",0.69
"6615367","102.200.218.193","2023-01-25 13:32",0.9
"6615368","102.200.218.193","2023-01-25 13:31",0.7
"6615369","102.200.218.193","2023-01-25 13:30",0.98
"6615370","102.200.218.193","2023-01-25 13:29",0.75
"6615371","102.200.218.193","2023-01-25 13:28",0.93
"6615372","102.200.218.193","2023-01-25 13:27",0.76
"6615373","102.200.218.193","2023-01-25 13:26",0.83
"6615374","102.200.218.193","2023-01-25 13:25",0.76
"6615375","102.200.218.193","2023-01-25 13:24",1.05
"6615376","102.200.218.193","2023-01-25 13:23",0.75
"6615377","102.200.218.193","2023-01-25 13:22",1.26
"6615378","102.200.218.193","2023-01-25 13:21",0.75
"6615379","102.200.218.193","2023-01-25 13:20",0.94
"6615380","102.200.218.193","2023-01-25 13:19",0.8
"6615381","102.200.218.193","2023-01-25 13:17",0.74
"6615382","102.200.218.193","2023-01-25 13:16",0.93
"6615383","102.200.218.193","2023-01-25 13:15",0.88
"6615384","102.200.218.193","2023-01-25 13:14",0.94
"6615385","102.200.218.193","2023-01-25 13:12",0.93
"6615386","102.200.218.193","2023-01-25 13:11",0.72
"6615387","102.200.218.193","2023-01-25 13:09",0.75
"6615388","102.200.218.193","2023-01-25 13:08",0.88
"6615389","102.200.218.193","2023-01-25 13:07",0.74
"6615390","102.200.218.193","2023-01-25 13:06",0.98
"6615391","102.200.218.193","2023-01-25 13:05",0.88
"6615392","102.200.218.193","2023-01-25 13:04",1.22
"6615393","102.200.218.193","2023-01-25 13:03",0.73
"6615394","102.200.218.193","2023-01-25 13:02",0.94
"6615395","102.200.218.193","2023-01-25 13:00",1.1
"6615396","102.200.218.193","2023-01-25 12:59",0.81
"6615397","102.200.218.193","2023-01-25 12:58",0.89
"6615398","102.200.218.193","2023-01-25 12:57",0.76
"6615399","102.200.218.193","2023-01-25 12:56",0.93
"6615400","102.200.218.193","2023-01-25 12:55",0.78
"6615401","102.200.218.193","2023-01-25 12:54",1.04
"6615402","102.200.218.193","2023-01-25 12:53",0.7
"6615403","102.200.218.193","2023-01-25 12:52",1.01
"6615404","102.200.218.193","2023-01-25 12:51",0.71
"6615405","102.200.218.193","2023-01-25 12:50",1.02
"6615406","102.200.218.193","2023-01-25 12:49",0.78
"6615407","102.200.218.193","2023-01-25 12:48",0.86
"6615408","102.200.218.193","2023-01-25 12:47",0.9
"6615409","102.200.218.193","2023-01-25 12:46",0.93
"6615410","102.200.218.193","2023-01-25 12:45",0.75
"6615411","102.200.218.193","2023-01-25 12:44",0.98
"6615412","102.200.218.193","2023-01-25 12:43",0.79
"6615413","102.200.218.193","2023-01-25 12:42",0.9
"6615414","102.200.218.193","2023-01-25 12:41",0.73
"6615415","102.200.218.193","2023-01-25 12:40",1.06
"6615416","102.200.218.193","2023-01-25 12:38",0.84
"6615417","102.200.218.193","2023-01-25 12:37",0.7
"6615418","102.200.218.193","2023-01-25 12:36",0.84
"6615419","102.200.218.193","2023-01-25 12:35",0.92
"6615420","102.200.218.193","2023-01-25 12:34",1.05
"6615421","102.200.218.193","2023-01-25 12:33",1.48
"6615422","102.200.218.193","2023-01-25 12:32",0.97
"6615423","102.200.218.193","2023-01-25 12:31",0.74
"6615424","102.200.218.193","2023-01-25 12:30",1.01
"6615425","102.200.218.193","2023-01-25 12:29",0.76
"6615426","102.200.218.193","2023-01-25 12:28",0.89
"6615427","102.200.218.193","2023-01-25 12:27",0.73
"6615428","102.200.218.193","2023-01-25 12:26",0.86
"6615429","102.200.218.193","2023-01-25 12:25",0.77
"6615430","102.200.218.193","2023-01-25 12:24",0.96
"6615431","102.200.218.193","2023-01-25 12:23",0.77
"6615432","102.200.218.193","2023-01-25 12:21",0.78
"6615433","102.200.218.193","2023-01-25 12:20",0.98
"6615434","102.200.218.193","2023-01-25 12:19",0.75
"6615435","102.200.218.193","2023-01-25 12:18",0.99
"6615436","102.200.218.193","2023-01-25 12:17",0.75
"6615437","102.200.218.193","2023-01-25 12:16",0.84
"6615438","102.200.218.193","2023-01-25 12:15",0.81
"6615439","102.200.218.193","2023-01-25 12:14",1.54
"6615440","102.200.218.193","2023-01-25 12:13",0.71
"6615441","102.200.218.193","2023-01-25 12:12",1
"6615442","102.200.218.193","2023-01-25 12:11",0.7
"6615443","102.200.218.193","2023-01-25 12:10",1.02
"6615444","102.200.218.193","2023-01-25 12:09",0.82
"6615445","102.200.218.193","2023-01-25 12:08",0.86
"6615446","102.200.218.193","2023-01-25 12:07",0.8
"6615447","102.200.218.193","2023-01-25 12:06",0.86
"6615448","102.200.218.193","2023-01-25 12:05",0.97
"6615449","102.200.218.193","2023-01-25 12:04",0.95
"6615450","102.200.218.193","2023-01-25 12:03",0.77
"6615451","102.200.218.193","2023-01-25 12:01",0.73
"6615452","102.200.218.193","2023-01-25 12:00",1.05
"6615453","102.200.218.193","2023-01-25 11:59",0.75
"6615454","102.200.218.193","2023-01-25 11:58",0.89
"6615455","102.200.218.193","2023-01-25 11:57",0.97
"6615456","102.200.218.193","2023-01-25 11:56",0.89
"6615457","102.200.218.193","2023-01-25 11:55",0.82
"6615458","102.200.218.193","2023-01-25 11:54",0.97
"6615459","102.200.218.193","2023-01-25 11:53",0.66
"6615460","102.200.218.193","2023-01-25 11:52",0.9
"6615461","102.200.218.193","2023-01-25 11:51",0.75
"6615462","102.200.218.193","2023-01-25 11:50",0.97
"6615463","102.200.218.193","2023-01-25 11:49",0.76
"6615464","102.200.218.193","2023-01-25 11:48",1.03
"6615465","102.200.218.193","2023-01-25 11:47",0.71
"6615466","102.200.218.193","2023-01-25 11:46",0.88
"6615467","102.200.218.193","2023-01-25 11:45",0.79
"6615468","102.200.218.193","2023-01-25 11:44",1.03
"6615469","102.200.218.193","2023-01-25 11:42",0.91
"6615470","102.200.218.193","2023-01-25 11:41",0.88
"6615471","102.200.218.193","2023-01-25 11:40",0.98
"6615472","102.200.218.193","2023-01-25 11:39",0.78
"6615473","102.200.218.193","2023-01-25 11:38",0.96
"6615474","102.200.218.193","2023-01-25 11:37",0.75
"6615475","102.200.218.193","2023-01-25 11:36",0.89
"6615476","102.200.218.193","2023-01-25 11:35",0.95
"6615477","102.200.218.193","2023-01-25 11:34",1.01
"6615478","102.200.218.193","2023-01-25 11:33",0.77
"6615479","102.200.218.193","2023-01-25 11:32",0.93
"6615480","102.200.218.193","2023-01-25 11:31",0.72
"6615481","102.200.218.193","2023-01-25 11:30",1.08
"6615482","102.200.218.193","2023-01-25 11:29",0.88
"6615483","102.200.218.193","2023-01-25 11:28",0.87
"6615484","102.200.218.193","2023-01-25 11:27",0.73
"6615485","102.200.218.193","2023-01-25 11:26",0.88
"6615486","102.200.218.193","2023-01-25 11:24",0.98
"6615487","102.200.218.193","2023-01-25 11:23",1.81
"6615488","102.200.218.193","2023-01-25 11:22",0.92
"6615489","102.200.218.193","2023-01-25 11:21",0.77
"6615490","102.200.218.193","2023-01-25 11:20",1.09
"6615491","102.200.218.193","2023-01-25 11:19",0.8
"6615492","102.200.218.193","2023-01-25 11:18",0.89
"6615493","102.200.218.193","2023-01-25 11:17",0.78
"6615494","102.200.218.193","2023-01-25 11:16",0.88
"6615495","102.200.218.193","2023-01-25 11:15",0.78
"6615496","102.200.218.193","2023-01-25 11:14",1.09
"6615497","102.200.218.193","2023-01-25 11:13",0.75
"6615498","102.200.218.193","2023-01-25 11:12",0.95
"6615499","102.200.218.193","2023-01-25 11:11",0.73
"6615500","102.200.218.193","2023-01-25 11:10",1.08
"6615501","102.200.218.193","2023-01-25 11:09",0.83
"6615502","102.200.218.193","2023-01-25 11:08",0.85
"6615503","102.200.218.193","2023-01-25 11:07",0.98
"6615504","102.200.218.193","2023-01-25 11:06",0.98
"6615505","102.200.218.193","2023-01-25 11:05",0.96
"6615506","102.200.218.193","2023-01-25 11:03",0.73
"6615507","102.200.218.193","2023-01-25 11:02",1.01
"6615508","102.200.218.193","2023-01-25 11:01",0.8
"6615509","102.200.218.193","2023-01-25 11:00",0.97
"6615510","102.200.218.193","2023-01-25 10:59",0.76
"6615511","102.200.218.193","2023-01-25 10:58",0.83
"6615512","102.200.218.193","2023-01-25 10:57",0.71
"6615513","102.200.218.193","2023-01-25 10:56",0.89
"6615514","102.200.218.193","2023-01-25 10:55",0.75
"6615515","102.200.218.193","2023-01-25 10:54",1
"6615516","102.200.218.193","2023-01-25 10:53",0.72
"6615517","102.200.218.193","2023-01-25 10:52",1.11
"6615518","102.200.218.193","2023-01-25 10:51",1.08
"6615519","102.200.218.193","2023-01-25 10:50",1.04
"6615520","102.200.218.193","2023-01-25 10:49",0.75
"6615521","102.200.218.193","2023-01-25 10:47",0.76
"6615522","102.200.218.193","2023-01-25 10:46",0.88
"6615523","102.200.218.193","2023-01-25 10:45",0.81
"6615524","102.200.218.193","2023-01-25 10:44",0.98
"6615525","102.200.218.193","2023-01-25 10:43",0.75
"6615526","102.200.218.193","2023-01-25 10:42",0.94
"6615527","102.200.218.193","2023-01-25 10:41",0.73
"6615528","102.200.218.193","2023-01-25 10:40",0.98
"6615529","102.200.218.193","2023-01-25 10:39",0.78
"6615530","102.200.218.193","2023-01-25 10:38",0.9
"6615531","102.200.218.193","2023-01-25 10:37",0.76
"6615532","102.200.218.193","2023-01-25 10:36",0.88
"6615533","102.200.218.193","2023-01-25 10:35",0.98
"6615534","102.200.218.193","2023-01-25 10:34",0.99
"6615535","102.200.218.193","2023-01-25 10:33",1.12
"6615536","102.200.218.193","2023-01-25 10:32",0.96
"6615537","102.200.218.193","2023-01-25 10:31",0.78
"6615538","102.200.218.193","2023-01-25 10:30",1.08
"6615539","102.200.218.193","2023-01-25 10:29",0.85
"6615540","102.200.218.193","2023-01-25 10:28",0.94
"6615541","102.200.218.193","2023-01-25 10:27",0.83
"6615542","102.200.218.193","2023-01-25 10:25",0.76
"6615543","102.200.218.193","2023-01-25 10:23",0.69
"6615544","102.200.218.193","2023-01-25 10:22",0.86
"6615545","102.200.218.193","2023-01-25 10:21",0.74
"6615546","102.200.218.193","2023-01-25 10:20",1.05
"6615547","102.200.218.193","2023-01-25 10:18",0.91
"6615548","102.200.218.193","2023-01-24 02:45",1.1
"6615549","102.200.218.193","2023-01-24 02:44",0.95
"6615550","102.200.218.193","2023-01-24 02:43",0.7
"6615551","102.200.218.193","2023-01-24 02:42",1.06
"6615552","102.200.218.193","2023-01-24 02:41",0.74
"6615553","102.200.218.193","2023-01-24 02:40",1.03
"6615554","102.200.218.193","2023-01-24 02:39",0.83
"6615555","102.200.218.193","2023-01-24 02:37",0.75
"6615556","102.200.218.193","2023-01-24 02:36",0.93
"6615557","102.200.218.193","2023-01-24 02:35",0.74
"6615558","102.200.218.193","2023-01-24 02:34",0.94
"6615559","102.200.218.193","2023-01-24 02:33",0.9
"6615560","102.200.218.193","2023-01-24 02:32",0.95
"6615561","102.200.218.193","2023-01-24 02:31",0.75
"6615562","102.200.218.193","2023-01-24 02:30",0.96
"6615563","102.200.218.193","2023-01-24 02:29",0.82
"6615564","102.200.218.193","2023-01-24 02:28",0.85
"6615565","102.200.218.193","2023-01-24 02:27",0.91
"6615566","102.200.218.193","2023-01-24 02:26",0.82
"6615567","102.200.218.193","2023-01-24 02:25",0.83
"6615568","102.200.218.193","2023-01-24 02:24",0.95
"6615569","102.200.218.193","2023-01-24 02:23",0.74
"6615570","102.200.218.193","2023-01-24 02:22",1.01
"6615571","102.200.218.193","2023-01-24 02:21",0.78
"6615572","102.200.218.193","2023-01-24 02:20",1.12
"6615573","102.200.218.193","2023-01-24 02:19",0.8
"6615574","102.200.218.193","2023-01-24 02:17",0.7
"6615575","102.200.218.193","2023-01-24 02:16",0.94
"6615576","102.200.218.193","2023-01-24 02:15",0.86
"6615577","102.200.218.193","2023-01-24 02:14",1.06
"6615578","102.200.218.193","2023-01-24 02:13",1.13
"6615579","102.200.218.193","2023-01-24 02:12",1.17
"6615580","102.200.218.193","2023-01-24 02:11",0.76
"6615581","102.200.218.193","2023-01-24 02:10",1.03
"6615582","102.200.218.193","2023-01-24 02:09",0.78
"6615583","102.200.218.193","2023-01-24 02:08",0.86
"6615584","102.200.218.193","2023-01-24 02:07",0.72
"6615585","102.200.218.193","2023-01-24 02:06",0.87
"6615586","102.200.218.193","2023-01-24 02:05",1.46
"6615587","102.200.218.193","2023-01-24 02:04",1
"6615588","102.200.218.193","2023-01-24 02:03",0.96
"6615589","102.200.218.193","2023-01-24 02:02",1.03
"6615590","102.200.218.193","2023-01-24 02:01",1.23
"6615591","102.200.218.193","2023-01-24 02:00",1.03
"6615592","102.200.218.193","2023-01-24 01:58",0.86
"6615593","102.200.218.193","2023-01-24 01:57",0.74
"6615594","102.200.218.193","2023-01-24 01:56",0.96
"6615595","102.200.218.193","2023-01-24 01:55",0.8
"6615596","102.200.218.193","2023-01-24 01:54",1.41
"6615597","102.200.218.193","2023-01-24 01:53",0.72
"6615598","102.200.218.193","2023-01-24 01:52",0.92
"6615599","102.200.218.193","2023-01-24 01:51",0.75
"6615600","102.200.218.193","2023-01-24 01:50",1.61
"6615601","102.200.218.193","2023-01-24 01:49",0.75
"6615602","102.200.218.193","2023-01-24 01:48",1.25
"6615603","102.200.218.193","2023-01-24 01:47",0.73
"6615604","102.200.218.193","2023-01-24 01:46",0.93
"6615605","102.200.218.193","2023-01-24 01:45",0.81
"6615606","102.200.218.193","2023-01-24 01:44",1.05
"6615607","102.200.218.193","2023-01-24 01:43",0.73
"6615608","102.200.218.193","2023-01-24 01:42",0.97
"6615609","102.200.218.193","2023-01-24 01:41",0.73
"6615610","102.200.218.193","2023-01-24 01:39",0.8
"6615611","102.200.218.193","2023-01-24 01:38",1.09
"6615612","102.200.218.193","2023-01-24 01:37",0.74
"6615613","102.200.218.193","2023-01-24 01:36",0.89
"6615614","102.200.218.193","2023-01-24 01:35",0.75
"6615615","102.200.218.193","2023-01-24 01:34",0.96
"6615616","102.200.218.193","2023-01-24 01:33",0.99
"6615617","102.200.218.193","2023-01-24 01:32",0.88
"6615618","102.200.218.193","2023-01-24 01:31",0.72
"6615619","102.200.218.193","2023-01-24 01:30",1
"6615620","102.200.218.193","2023-01-24 01:29",0.78
